Ft Payne Verizon,"1815 Glenn Blvd SW Fort Payne, AL 35968",(800) 880-1077,Fort payne,Alabama,35968,34.551098, -85.738915
Victra Fultondale Verizon,"3471 Lowery Pkwy Fultondale, AL 35068",(205) 847-1227,Fultondale,Alabama,35068,33.607519, -86.831073
Gadsden Verizon,"204 N Hood Ave Gadsden, AL 35903",(800) 880-1077,Gadsden,Alabama,35903,34.024270, -85.863703
Cellular Sales Gadsden Rainbow Dr Verizon,"204 N Hood Ave Gadsden, AL 35903",(800) 880-1077,Gadsden,Alabama,35903,34.024270, -85.863703
Cellular Sales Gardendale Verizon,"600 FIELDSTOWN ROAD GARDENDALE, AL 35071",(205) 631-3133,Gardendale,Alabama,35071,33.694975, -86.848078
TCC Geneva Verizon,"1408 W MAPLE AVE. GENEVA, AL 36340",(334) 248-6822,Geneva,Alabama,36340,31.051672, -85.890943
Cellular Sales Greenville Jameson Ln Verizon,"81 JAMESON LANE GREENVILLE, AL 36037",(334) 229-9941,Greenville,Alabama,36037,31.799009, -86.628615
Victra GULF SHORES Verizon,"3800 GULF SHORES PARKWAY GULF SHORES, AL 36542",(251) 279-0065,Gulf shores,Alabama,36542,30.269654, -87.750627
Guntersville Verizon,"11476 Us Highway 431 Guntersville, AL 35976",(800) 880-1077,Guntersville,Alabama,35976,34.345767, -86.330025
VICTRA HARTSELLE Verizon,"1106 HIGHWAY 31 NW HARTSELLE, AL 35640",(256) 754-3005,Hartselle,Alabama,35640,34.440702, -86.943677
TCC Hazel Green Verizon,"14739 HIGHWAY 231 431 N HAZEL GREEN, AL 35750",(256) 813-5419,Hazel green,Alabama,35750,34.956179, -86.589482
Cellular Sales Hueytown Verizon,"3062 Allison Bonnett Memorial Dr Hueytown, AL 35023",(205) 491-1211,Hueytown,Alabama,35023,33.467828, -87.088219
Cellular Sales Huntsville Winchester Verizon,"2191a Winchester Rd NE Huntsville, AL 35811",(256) 929-4012,Huntsville,Alabama,35811,34.795354, -86.509948
Jones Valley Verizon,"2191a Winchester Rd NE Huntsville, AL 35811",(256) 929-4012,Huntsville,Alabama,35811,34.795354, -86.509948
West Huntsville Verizon,"2191a Winchester Rd NE Huntsville, AL 35811",(256) 929-4012,Huntsville,Alabama,35811,34.795354, -86.509948
Cellular Sales Huntsville Memorial Pkwy SW Verizon,"2191a Winchester Rd NE Huntsville, AL 35811",(256) 929-4012,Huntsville,Alabama,35811,34.795354, -86.509948
TCC Jackson - College Ave. Verizon,"2411 COLLEGE AVENUE JACKSON, AL 36545",(251) 247-0306,Jackson,Alabama,36545,31.488511, -87.871704
Cellular Sales Jacksonville Pelham Rd Verizon,"704 PELHAM ROAD SOUTH JACKSONVILLE, AL 36265",(256) 782-1262,Jacksonville,Alabama,36265,33.847655, -85.784916
VICTRA JASPER Verizon,"1811 HIGHWAY 78 EAST JASPER, AL 35501",(205) 544-3268,Jasper,Alabama,35501,33.818910, -87.292749
TCC Leeds Verizon,"1836 Ashville Rd Leeds, AL 35094",(205) 640-1878,Leeds,Alabama,35094,33.530066, -86.553303
Cellular Sales Madison Madison Blvd Verizon,"8955 MADISON BLVD MADISON, AL 35758",(256) 325-0290,Madison,Alabama,35758,34.711417, -86.746510
Madison AL Verizon,"8955 MADISON BLVD MADISON, AL 35758",(256) 325-0290,Madison,Alabama,35758,34.711417, -86.746510
Tillmans Corner Verizon,"5235 Rangeline Service Rd S Mobile, AL 36619",(800) 880-1077,Mobile,Alabama,36619,30.596087, -88.196637
Schillinger Verizon,"5235 Rangeline Service Rd S Mobile, AL 36619",(800) 880-1077,Mobile,Alabama,36619,30.596087, -88.196637
Springdale Verizon,"5235 Rangeline Service Rd S Mobile, AL 36619",(800) 880-1077,Mobile,Alabama,36619,30.596087, -88.196637
VICTRA MOBILE Verizon,"5235 Rangeline Service Rd S Mobile, AL 36619",(800) 880-1077,Mobile,Alabama,36619,30.596087, -88.196637
VICTRA MONROEVILLE Verizon,"3335 SOUTH ALABAMA AVENUE MONROEVILLE, AL 36460",(251) 241-3054,Monroeville,Alabama,36460,31.518972, -87.304829
Montgomery East Chase Verizon,"6825 Eastchase Loop Montgomery, AL 36117",(800) 880-1077,Montgomery,Alabama,36117,32.378728, -86.145011
Cellular Sales Montgomery Verizon,"6825 Eastchase Loop Montgomery, AL 36117",(800) 880-1077,Montgomery,Alabama,36117,32.378728, -86.145011
VICTRA MONTGOMERY ATLANTA HWY Verizon,"6825 Eastchase Loop Montgomery, AL 36117",(800) 880-1077,Montgomery,Alabama,36117,32.378728, -86.145011
Montgomery Ann St Verizon,"6825 Eastchase Loop Montgomery, AL 36117",(800) 880-1077,Montgomery,Alabama,36117,32.378728, -86.145011
VICTRA MOULTON Verizon,"12463 HIGHWAY 157 MOULTON, AL 35650",(256) 522-4001,Moulton,Alabama,35650,34.447233, -87.308593
Cellular Sales Birmingham Hwy 280 E Verizon,"2737 HWY 280 SOUTH MOUNTAIN BRK, AL 35223",(205) 802-7355,Mountain brk,Alabama,35223,33.488141, -86.734834
VICTRA MUSCLE SHOALS Verizon,"206 WEST AVALON AVENUE MUSCLE SHOALS, AL 35661",(256) 712-3487,Muscle shoals,Alabama,35661,34.768526, -87.562802
TCC Oneonta 2nd Ave Verizon,"1104 2nd Ave East ONEONTA, AL 35121",(205) 625-3366,Oneonta,Alabama,35121,33.941185, -86.455102
VICTRA OPELIKA Verizon,"3000 Pepperell Pkwy OPELIKA, AL 36801",(334) 363-3096,Opelika,Alabama,36801,32.694763, -85.395626
Auburn AL Verizon,"3000 Pepperell Pkwy OPELIKA, AL 36801",(334) 363-3096,Opelika,Alabama,36801,32.694763, -85.395626
VICTRA ORANGE BEACH Verizon,"25755 PERDIDO BEACH BLVD. ORANGE BEACH, AL 36561",(251) 439-6487,Orange beach,Alabama,36561,30.288702, -87.571504
Oxford AL Verizon,"101 Oxford Exchange Blvd Oxford, AL 36203",(800) 880-1077,Oxford,Alabama,36203,33.583080, -85.834626
Victra Ozark Verizon,"1344 SOUTH US HIGHWAY 231 OZARK, AL 36360",(334) 774-1221,Ozark,Alabama,36360,31.467469, -85.617030
Cellular Sales Pelham Pelham Pkwy Verizon,"2254 PELHAM PARKWAY PELHAM, AL 35124",(205) 403-2737,Pelham,Alabama,35124,33.321830, -86.742197
Cellular Sales Pell City Verizon,"180 MARTIN STREET N PELL CITY, AL 35125",(205) 338-4729,Pell city,Alabama,35125,33.633384, -86.288692
Russell Cellular Phenix City Verizon,"3209 MARTIN LUTHER KING JR PKWY S PHENIX CITY, AL 36869",(334) 301-4564,Phenix city,Alabama,36869,32.420407, -85.064201
Phenix City Verizon,"3209 MARTIN LUTHER KING JR PKWY S PHENIX CITY, AL 36869",(334) 301-4564,Phenix city,Alabama,36869,32.420407, -85.064201
Prattville Verizon,"2755 Legends Pkwy Prattville, AL 36066",(800) 880-1077,Prattville,Alabama,36066,32.479684, -86.424001
Cellular Sales Prattville Verizon,"2755 Legends Pkwy Prattville, AL 36066",(800) 880-1077,Prattville,Alabama,36066,32.479684, -86.424001
Russell Cellular Roanoke Verizon,"3679 HIGHWAY 431 ROANOKE, AL 36274",(334) 863-2333,Roanoke,Alabama,36274,33.172406, -85.363142
Cellular Sales Saraland Verizon,"13 JACINTOPORT BLVD SARALAND, AL 36571",(251) 380-7270,Saraland,Alabama,36571,30.854676, -88.109966
VICTRA SCOTTSBORO Verizon,"24919 JOHN T. REID PARKWAY SCOTTSBORO, AL 35768",(256) 677-6088,Scottsboro,Alabama,35768,34.768891, -86.104193
Cellular Sales Selma Verizon,"1307 E Highland Ave Selma, AL 36703",(334) 875-2969,Selma,Alabama,36703,32.427349, -86.912858
Cellular Sales Semmes Verizon,"7880 MOFFETT RD SEMMES, AL 36575",(251) 645-3536,Semmes,Alabama,36575,30.769164, -88.273387
Spanish Fort Verizon,"30362 State Highway 181 Spanish Fort, AL 36527",(800) 880-1077,Spanish fort,Alabama,36527,30.702075, -87.881866
Russell Cellular Sumiton Verizon,"420 BRYAN RD SUMITON, AL 35148",(205) 255-7047,Sumiton,Alabama,35148,33.755959, -87.045787
Cellular Sales Sylacauga Verizon,"81 MCS BLVD SYLACAUGA, AL 35150",(256) 245-4000,Sylacauga,Alabama,35150,33.189306, -86.238384
Cellular Sales Talladega Verizon,"518 Battle St E Talladega, AL 35160",(256) 362-2737,Talladega,Alabama,35160,33.356656, -86.052297
TCC Tallassee Verizon,"431 GILMER AVENUE TALLASSEE, AL 36078",(334) 283-8880,Tallassee,Alabama,36078,32.546979, -85.942735
TCC Thomasville Verizon,"34356 HWY 43 THOMASVILLE, AL 36784",(334) 637-0011,Thomasville,Alabama,36784,31.926927, -87.787887
Cellular Sales Troy Verizon,"1112 HWY 231 SOUTH TROY, AL 36081",(334) 808-1456,Troy,Alabama,36081,31.903745, -85.898152
Tuscaloosa Verizon,"730 15th St E Tuscaloosa, AL 35401",(800) 880-1077,Tuscaloosa,Alabama,35401,33.170238, -87.616169
TCC Tuscaloosa Verizon,"730 15th St E Tuscaloosa, AL 35401",(800) 880-1077,Tuscaloosa,Alabama,35401,33.170238, -87.616169
Victra Tuscaloosa Verizon,"730 15th St E Tuscaloosa, AL 35401",(800) 880-1077,Tuscaloosa,Alabama,35401,33.170238, -87.616169
TCC Wetumpka Verizon,"4350 US HIGHWAY 231 WETUMPKA, AL 36092",(334) 478-3886,Wetumpka,Alabama,36092,32.617657, -86.200531
Tikahtnu Commons Verizon,"1136 N Muldoon Rd Anchorage, AK 99504",(800) 880-1077,Anchorage,Alaska,99504,61.204600,-149.746095
Victra Anchorage Verizon,"1136 N Muldoon Rd Anchorage, AK 99504",(800) 880-1077,Anchorage,Alaska,99504,61.204600,-149.746095
Dimond Center Verizon,"1136 N Muldoon Rd Anchorage, AK 99504",(800) 880-1077,Anchorage,Alaska,99504,61.204600,-149.746095
Victra Eagle River Verizon,"11431 BUSINESS BL EAGLE RIVER, AK 99577",(907) 917-4122,Eagle river,Alaska,99577,61.201420,-149.248298
Fairbanks Verizon,"427 Merhar Ave Fairbanks, AK 99701",(800) 880-1077,Fairbanks,Alaska,99701,67.094545,-149.336012
Victra Juneau Verizon,"9105 Mendenhall Mall Rd JUNEAU, AK 99801",(907) 523-0387,Juneau,Alaska,99801,58.372910,-134.178445
KPU Communications Verizon,"2417 Tongass Ave KETCHIKAN, AK 99901",(907) 225-1000,Ketchikan,Alaska,99901,55.540405,-131.105347
Victra Wasilla Verizon,"1731 E Palmer Wasilla Hwy Wasilla, AK 99654",(907) 519-0344,Wasilla,Alaska,99654,61.449113,-149.900744
TCC Adatiya Telecom Verizon,"3655 W. ANTHEM WAY ANTHEM, AZ 85086",(623) 551-9208,Anthem,Arizona,85086,33.816137,-112.119971
Victra Anthem Anthem Crossroads Verizon,"3655 W. ANTHEM WAY ANTHEM, AZ 85086",(623) 551-9208,Anthem,Arizona,85086,33.816137,-112.119971
Palmilla Verizon,"13050 W Rancho Santa Fe Blvd Avondale, AZ 85392",(800) 880-1077,Avondale,Arizona,85392,33.477580,-112.308889
Avondale Gateway Verizon,"13050 W Rancho Santa Fe Blvd Avondale, AZ 85392",(800) 880-1077,Avondale,Arizona,85392,33.477580,-112.308889
Russell Cellular Benson AZ Verizon,"995 W 4Th St BENSON, AZ 85602",(520) 235-0952,Benson,Arizona,85602,32.167495,-110.411875
Victra Buckeye N Verrado Way Verizon,"1580 N Verrado Way Buckeye, AZ 85396",(480) 351-3537,Buckeye,Arizona,85396,33.527803,-112.701269
Victra Buckeye S Watson Rd Verizon,"1580 N Verrado Way Buckeye, AZ 85396",(480) 351-3537,Buckeye,Arizona,85396,33.527803,-112.701269
Cellular Sales Bullhead City Verizon,"2690 HIGHWAY 95 BULLHEAD CITY, AZ 86442",(928) 444-8976,Bullhead city,Arizona,86442,35.089613,-114.560868
Victra Bullhead City Verizon,"2690 HIGHWAY 95 BULLHEAD CITY, AZ 86442",(928) 444-8976,Bullhead city,Arizona,86442,35.089613,-114.560868
Victra Bullhead City Mohave Crossroads Verizon,"2690 HIGHWAY 95 BULLHEAD CITY, AZ 86442",(928) 444-8976,Bullhead city,Arizona,86442,35.089613,-114.560868
Casa Grande Verizon,"847 N Promenade Pkwy Casa Grande, AZ 85194",(800) 880-1077,Casa grande,Arizona,85194,32.901108,-111.628056
Russell Cellular Casa Grande Verizon,"847 N Promenade Pkwy Casa Grande, AZ 85194",(800) 880-1077,Casa grande,Arizona,85194,32.901108,-111.628056
Victra Casa Grande Verizon,"847 N Promenade Pkwy Casa Grande, AZ 85194",(800) 880-1077,Casa grande,Arizona,85194,32.901108,-111.628056
Victra Chandler Gilbert Rd Verizon,"4025 S Gilbert Rd Chandler, AZ 85249",(480) 739-2701,Chandler,Arizona,85249,33.224956,-111.795717
Chandler Village Verizon,"4025 S Gilbert Rd Chandler, AZ 85249",(480) 739-2701,Chandler,Arizona,85249,33.224956,-111.795717
Fulton Ranch Verizon,"4025 S Gilbert Rd Chandler, AZ 85249",(480) 739-2701,Chandler,Arizona,85249,33.224956,-111.795717
Cellular Sales Chandler Verizon,"4025 S Gilbert Rd Chandler, AZ 85249",(480) 739-2701,Chandler,Arizona,85249,33.224956,-111.795717
VICTRA CHANDLER Chandler BLVD Verizon,"4025 S Gilbert Rd Chandler, AZ 85249",(480) 739-2701,Chandler,Arizona,85249,33.224956,-111.795717
Crossroads Verizon,"4025 S Gilbert Rd Chandler, AZ 85249",(480) 739-2701,Chandler,Arizona,85249,33.224956,-111.795717
TCC Chandler Chandler Fashion Ctr Store Verizon,"4025 S Gilbert Rd Chandler, AZ 85249",(480) 739-2701,Chandler,Arizona,85249,33.224956,-111.795717
Ray Verizon,"4025 S Gilbert Rd Chandler, AZ 85249",(480) 739-2701,Chandler,Arizona,85249,33.224956,-111.795717
Russell Cellular Chino Valley Verizon,"316 W PERKINSVILLE RD CHINO VALLEY, AZ 86323",(928) 499-7301,Chino valley,Arizona,86323,34.778347,-112.407143
Russell Cellular Cottonwood Verizon,"1100 S State Route 260 Cottonwood, AZ 86326",(928) 301-1724,Cottonwood,Arizona,86326,34.700031,-112.023634
TCC Cottonwood Verizon,"1100 S State Route 260 Cottonwood, AZ 86326",(928) 301-1724,Cottonwood,Arizona,86326,34.700031,-112.023634
Russell Cellular Douglas Verizon,"93 W 5TH ST DOUGLAS, AZ 85607",(520) 368-6751,Douglas,Arizona,85607,31.520779,-109.379220
Flagstaff Verizon,"1430 E Route 66 Flagstaff, AZ 86001",(800) 880-1077,Flagstaff,Arizona,86001,35.287661,-111.639303
VICTRA FLAGSTAFF Verizon,"1430 E Route 66 Flagstaff, AZ 86001",(800) 880-1077,Flagstaff,Arizona,86001,35.287661,-111.639303
TCC Flagstaff Verizon,"1430 E Route 66 Flagstaff, AZ 86001",(800) 880-1077,Flagstaff,Arizona,86001,35.287661,-111.639303
TCC Flagstaff S Milton Rd Verizon,"1430 E Route 66 Flagstaff, AZ 86001",(800) 880-1077,Flagstaff,Arizona,86001,35.287661,-111.639303
TCC Flagstaff N Highway 89 Verizon,"1430 E Route 66 Flagstaff, AZ 86001",(800) 880-1077,Flagstaff,Arizona,86001,35.287661,-111.639303
Victra Fountain Hills Plaza Verizon,"16605 E. PALISADES BLVD. FOUNTAIN HILLS, AZ 85268",(480) 837-9400,Fountain hills,Arizona,85268,33.606089,-111.743277
Cellular Sales Gilbert Williams Field Verizon,"1747 E. Williams Field Rd. Gilbert, AZ 85295",(480) 508-4561,Gilbert,Arizona,85295,33.303241,-111.741807
Gilbert Gateway Verizon,"1747 E. Williams Field Rd. Gilbert, AZ 85295",(480) 508-4561,Gilbert,Arizona,85295,33.303241,-111.741807
Victra Gilbert E Baseline Rd Verizon,"1747 E. Williams Field Rd. Gilbert, AZ 85295",(480) 508-4561,Gilbert,Arizona,85295,33.303241,-111.741807
Cellular Sales Gilbert Higley Rd Verizon,"1747 E. Williams Field Rd. Gilbert, AZ 85295",(480) 508-4561,Gilbert,Arizona,85295,33.303241,-111.741807
TCC Gilbert SanTan Village Verizon,"1747 E. Williams Field Rd. Gilbert, AZ 85295",(480) 508-4561,Gilbert,Arizona,85295,33.303241,-111.741807
Victra Gilbert S Gilbert Rd Verizon,"1747 E. Williams Field Rd. Gilbert, AZ 85295",(480) 508-4561,Gilbert,Arizona,85295,33.303241,-111.741807
Cellular Sales Glendale Verizon,"4304 W BELL RD GLENDALE, AZ 85308",(602) 595-2798,Glendale,Arizona,85308,33.660382,-112.184964
Victra Glendale W Union Hills Dr Verizon,"4304 W BELL RD GLENDALE, AZ 85308",(602) 595-2798,Glendale,Arizona,85308,33.660382,-112.184964
TCC Glendale Legends Verizon,"4304 W BELL RD GLENDALE, AZ 85308",(602) 595-2798,Glendale,Arizona,85308,33.660382,-112.184964
W Bell Road Verizon,"4304 W BELL RD GLENDALE, AZ 85308",(602) 595-2798,Glendale,Arizona,85308,33.660382,-112.184964
VICTRA GLENDALE W NORTHERN AVE Verizon,"4304 W BELL RD GLENDALE, AZ 85308",(602) 595-2798,Glendale,Arizona,85308,33.660382,-112.184964
Peoria Crossings Verizon,"4304 W BELL RD GLENDALE, AZ 85308",(602) 595-2798,Glendale,Arizona,85308,33.660382,-112.184964
Victra Goodyear Verizon,"781 S COTTON LN GOODYEAR, AZ 85338",(480) 653-8159,Goodyear,Arizona,85338,33.372975,-112.410829
Victra Goodyear N Estrella Pkwy Verizon,"781 S COTTON LN GOODYEAR, AZ 85338",(480) 653-8159,Goodyear,Arizona,85338,33.372975,-112.410829
Victra Green Valley Verizon,"18767 S NOGALES Hwy GREEN VALLEY, AZ 85614",(520) 399-3848,Green valley,Arizona,85614,31.814301,-110.919400
Victra Green Valley W Continental Verizon,"18767 S NOGALES Hwy GREEN VALLEY, AZ 85614",(520) 399-3848,Green valley,Arizona,85614,31.814301,-110.919400
T/A Ultra Mobile Kingman Verizon,"970 S Blake Ranch Rd Kingman, AZ 86401",(928) 681-5246,Kingman,Arizona,86401,35.131719,-113.703932
Victra Kingman Stockton Hill Rd Verizon,"970 S Blake Ranch Rd Kingman, AZ 86401",(928) 681-5246,Kingman,Arizona,86401,35.131719,-113.703932
Victra Kingman E Beverly Ave Verizon,"970 S Blake Ranch Rd Kingman, AZ 86401",(928) 681-5246,Kingman,Arizona,86401,35.131719,-113.703932
Victra Lake Havasu City Lake Havasu Plaza Verizon,"3269 MARICOPA AVE LAKE HAVASU CITY, AZ 86406",(928) 302-1941,Lake havasu city,Arizona,86406,34.423236,-114.109863
Victra Lake Havasu City Sunset Plaza Verizon,"3269 MARICOPA AVE LAKE HAVASU CITY, AZ 86406",(928) 302-1941,Lake havasu city,Arizona,86406,34.423236,-114.109863
Victra Lake Havasu Verizon,"3269 MARICOPA AVE LAKE HAVASU CITY, AZ 86406",(928) 302-1941,Lake havasu city,Arizona,86406,34.423236,-114.109863
Victra Lakeside W White Mountain Blvd Verizon,"1555 W. WHITE MOUNTAIN BLVD LAKESIDE, AZ 85929",(928) 358-4383,Lakeside,Arizona,85929,34.184683,-109.939822
Laveen Verizon,"5911 W Baseline Rd Laveen, AZ 85339",(800) 880-1077,Laveen,Arizona,85339,33.237666,-112.158587
VICTRA LAVEEN Verizon,"5911 W Baseline Rd Laveen, AZ 85339",(800) 880-1077,Laveen,Arizona,85339,33.237666,-112.158587
TCC Marana Verizon,"12060 N. THORNYDALE RD MARANA, AZ 85658",(520) 744-7111,Marana,Arizona,85658,32.551052,-111.143446
Victra Maricopa Verizon,"20987 N JOHN WAYNE PKWY MARICOPA, AZ 85139",(520) 568-5556,Maricopa,Arizona,85139,32.979987,-112.144852
Super Power Verizon,"1438 S Power Rd Mesa, AZ 85206",(800) 880-1077,Mesa,Arizona,85206,33.396296,-111.717019
Victra Mesa Talon Verizon,"1438 S Power Rd Mesa, AZ 85206",(800) 880-1077,Mesa,Arizona,85206,33.396296,-111.717019
North Mesa Verizon,"1438 S Power Rd Mesa, AZ 85206",(800) 880-1077,Mesa,Arizona,85206,33.396296,-111.717019
Victra Mesa N Dobson Rd Verizon,"1438 S Power Rd Mesa, AZ 85206",(800) 880-1077,Mesa,Arizona,85206,33.396296,-111.717019
VICTRA MESA Verizon,"1438 S Power Rd Mesa, AZ 85206",(800) 880-1077,Mesa,Arizona,85206,33.396296,-111.717019
Victra Mesa N Power Rd Verizon,"1438 S Power Rd Mesa, AZ 85206",(800) 880-1077,Mesa,Arizona,85206,33.396296,-111.717019
Signal Butte Verizon,"1438 S Power Rd Mesa, AZ 85206",(800) 880-1077,Mesa,Arizona,85206,33.396296,-111.717019
Victra Mesa Falcon Gateway Verizon,"1438 S Power Rd Mesa, AZ 85206",(800) 880-1077,Mesa,Arizona,85206,33.396296,-111.717019
Val Vista Verizon,"1438 S Power Rd Mesa, AZ 85206",(800) 880-1077,Mesa,Arizona,85206,33.396296,-111.717019
Alma School Verizon,"1438 S Power Rd Mesa, AZ 85206",(800) 880-1077,Mesa,Arizona,85206,33.396296,-111.717019
Victra Miami Chaparral Plaza Verizon,"2105 U.S. HIGHWAY 60 MIAMI, AZ 85539",(928) 793-3924,Miami,Arizona,85539,33.340635,-110.897224
Victra Page Verizon,"826 Vista Ave Page, AZ 86040",(928) 645-2751,Page,Arizona,86040,36.705496,-111.427538
Russell Cellular Page Verizon,"826 Vista Ave Page, AZ 86040",(928) 645-2751,Page,Arizona,86040,36.705496,-111.427538
Victra Parker The Shoppes on California Ave Verizon,"820 California Ave PARKER, AZ 85344",(928) 575-4941,Parker,Arizona,85344,34.080654,-114.216239
Victra Payson E State Hwy 260 Verizon,"300 E STATE HIGHWAY 260 PAYSON, AZ 85541",(928) 474-4744,Payson,Arizona,85541,34.194537,-111.304309
Your Wireless Payson Verizon,"300 E STATE HIGHWAY 260 PAYSON, AZ 85541",(928) 474-4744,Payson,Arizona,85541,34.194537,-111.304309
TCC Payson Verizon,"300 E STATE HIGHWAY 260 PAYSON, AZ 85541",(928) 474-4744,Payson,Arizona,85541,34.194537,-111.304309
Lake Pleasant Verizon,"24920 N Lake Pleasant Pkwy Peoria, AZ 85383",(800) 880-1077,Peoria,Arizona,85383,33.807403,-112.251970
Victra Peoria Thunderbird Beltway Plaza Verizon,"24920 N Lake Pleasant Pkwy Peoria, AZ 85383",(800) 880-1077,Peoria,Arizona,85383,33.807403,-112.251970
Desert Ridge Verizon,"21001 N Tatum Blvd Phoenix, AZ 85050",(800) 880-1077,Phoenix,Arizona,85050,33.682738,-111.998063
